,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,Total expenditure, HIV/AIDS, thinness  1-19 years,Income composition of resources,Immunization Coverage,Schooling
1460,2013,Developing,74.9,97.0,1,1.29,14.55610463,1761,64.9,6.63,0.1,4.8,0.7659999999999999,High Polio & High Diphtheria,13.3
1461,2012,Developing,75.0,93.0,1,1.53,151.1526829,9,64.4,6.99,0.1,4.8,0.763,High Polio & High Diphtheria,13.3
1462,2011,Developing,75.0,93.0,1,1.57,835.0626827000001,9,64.0,7.12,0.1,4.7,0.758,High Polio & High Diphtheria,13.2
1463,2010,Developing,74.9,94.0,1,1.58,805.3956346,12,63.5,7.19,0.1,4.7,0.752,High Polio & High Diphtheria,13.3
1464,2009,Developing,74.7,95.0,1,1.62,8.140373615,22,63.0,7.42,0.1,4.7,0.746,High Polio & High Diphtheria,13.2
1465,2008,Developing,74.5,98.0,1,1.67,69.13924862,24,62.5,8.7,0.1,4.7,0.74,High Polio & High Diphtheria,13.1
1466,2007,Developing,74.4,98.0,1,1.72,8.906931168,373,61.9,8.9,0.1,4.7,0.731,High Polio &  Low Diphtheria,12.9
1467,2006,Developing,74.1,1.0,1,1.82,534.5795695,956,61.4,8.83,0.1,4.7,0.733,High Polio & High Diphtheria,13.2
1468,2005,Developing,73.9,11.0,1,1.94,630.0540722999999,618,6.8,8.42,0.1,4.7,0.0,High Polio & High Diphtheria,13.7
1469,2004,Developing,73.7,13.0,1,2.1,618.3614857999999,213,6.2,8.91,0.1,4.7,0.0,High Polio & High Diphtheria,14.2
1470,2003,Developing,73.5,15.0,1,2.19,527.9176618,526,59.7,9.3,0.1,4.8,0.0,High Polio & High Diphtheria,14.8
1471,2002,Developing,73.2,17.0,1,1.98,70.13207838,36,59.1,1.5,0.1,4.8,0.0,High Polio & High Diphtheria,15.2
1472,2001,Developing,73.0,11.0,1,2.19,510.60351660000003,8,58.6,1.9,0.1,4.9,0.0,Low Polio &  Low Diphtheria,15.0
1473,2000,Developing,72.7,112.0,1,2.26,404.3879434,5,57.9,1.86,0.1,4.9,0.0,High Polio & High Diphtheria,14.9
1475,2014,Developing,52.1,522.0,4,0.01,162.1278115,0,32.0,1.62,9.4,5.8,0.491,Low Polio & High Diphtheria,10.8
1476,2013,Developing,52.1,518.0,4,0.01,153.34431469999998,516,31.4,11.7,9.6,6.1,0.484,Low Polio & High Diphtheria,11.1
1477,2012,Developing,52.2,513.0,4,0.01,168.13489919999998,179,3.8,11.14,9.0,6.4,0.479,High Polio & High Diphtheria,11.0
1478,2011,Developing,52.3,52.0,4,2.39,195.825251,172,3.2,11.79,10.5,6.8,0.469,High Polio & High Diphtheria,11.0
1479,2010,Developing,51.1,527.0,4,2.71,154.8705998,2488,29.7,1.87,13.4,7.2,0.46399999999999997,High Polio & High Diphtheria,10.9
1480,2009,Developing,49.4,566.0,4,2.75,104.31447320000001,0,29.2,9.8,18.2,7.6,0.45299999999999996,High Polio & High Diphtheria,10.8
1481,2008,Developing,47.8,592.0,5,2.75,91.85432774,0,28.8,8.85,27.3,8.0,0.447,High Polio & High Diphtheria,10.7
1482,2007,Developing,46.2,633.0,4,2.69,9.18432717,2,28.3,8.47,30.0,8.4,0.44,High Polio & High Diphtheria,10.6
1483,2006,Developing,45.3,654.0,5,2.61,71.15577609,1,27.9,7.12,34.1,8.8,0.43700000000000006,High Polio & High Diphtheria,10.7
1484,2005,Developing,44.5,675.0,5,2.67,57.90369752,0,27.4,6.3,34.8,9.3,0.43700000000000006,High Polio & High Diphtheria,10.7
1485,2004,Developing,44.8,666.0,5,1.8,67.91361818,31,26.9,6.96,34.6,9.7,0.439,High Polio &  Low Diphtheria,10.7
1486,2003,Developing,45.5,648.0,5,1.99,5.3009020410000005,1,26.4,7.13,33.8,1.2,0.44,Low Polio &  Low Diphtheria,10.5
1487,2002,Developing,46.4,622.0,5,2.95,3.53457351,0,25.9,6.91,32.5,1.6,0.446,High Polio & High Diphtheria,10.4
1488,2001,Developing,47.8,586.0,5,2.86,38.57187011,217,25.4,7.53,31.2,11.1,0.44299999999999995,High Polio & High Diphtheria,10.3
1489,2000,Developing,49.3,543.0,5,3.1,29.86616464,660,24.9,6.92,29.8,11.5,0.445,High Polio & High Diphtheria,9.6
1491,2014,Developing,58.1,329.0,8,0.01,54.37396957,34,26.7,1.4,0.9,6.7,0.426,Low Polio &  Low Diphtheria,9.9
1492,2013,Developing,61.1,258.0,9,0.01,45.04892458,0,26.1,9.25,1.1,6.8,0.419,High Polio & High Diphtheria,9.8
1493,2012,Developing,67.0,261.0,9,0.01,48.09891474,43,25.6,1.19,1.2,7.0,0.41600000000000004,Low Polio &  Low Diphtheria,9.6
1494,2011,Developing,62.0,266.0,9,3.72,60.44658161,279,25.0,11.23,1.5,7.2,0.406,High Polio & High Diphtheria,9.5
1495,2010,Developing,59.7,272.0,9,3.64,41.91052416,2200,24.5,11.87,1.8,7.4,0.40299999999999997,High Polio &  Low Diphtheria,9.6
1496,2009,Developing,59.2,277.0,10,3.75,5.592170255,6,24.0,14.39,2.1,7.6,0.4,High Polio & High Diphtheria,9.7
1497,2008,Developing,58.6,281.0,10,3.88,40.03344077,1,23.4,11.83,2.4,7.7,0.39399999999999996,High Polio & High Diphtheria,9.8
1498,2007,Developing,57.9,286.0,10,4.03,3.6868992869999997,1,22.9,1.24,2.8,7.9,0.38299999999999995,High Polio & High Diphtheria,9.9
1499,2006,Developing,56.7,32.0,11,4.05,15.79934152,20,22.4,1.9,3.0,8.1,0.377,High Polio &  Low Diphtheria,10.0
1500,2005,Developing,55.3,316.0,12,4.19,22.39648813,8,22.0,8.4,3.1,8.3,0.37200000000000005,High Polio &  Low Diphtheria,10.1
1501,2004,Developing,54.0,329.0,12,4.24,17.85870796,4,21.5,8.77,3.2,8.5,0.335,Low Polio &  Low Diphtheria,10.2
1502,2003,Developing,50.0,42.0,13,4.21,9.758449266,142,21.1,3.44,3.2,8.7,0.373,Low Polio &  Low Diphtheria,10.3
1503,2002,Developing,56.0,371.0,13,4.27,10.424369,131,2.7,5.43,3.1,8.8,0.376,Low Polio &  Low Diphtheria,10.4
1504,2001,Developing,51.5,333.0,14,4.4,16.72142854,1379,2.4,6.41,3.1,9.0,0.386,Low Polio &  Low Diphtheria,10.5
1505,2000,Developing,51.9,39.0,14,4.46,12.19709744,5977,2.2,5.91,3.1,9.2,0.33799999999999997,Low Polio &  Low Diphtheria,8.7
1507,2014,Developing,72.4,143.0,2,0.01,0.0,372,63.8,4.97,0.1,5.7,0.73,High Polio & High Diphtheria,13.4
1508,2013,Developing,72.9,134.0,2,0.01,0.0,0,62.8,4.33,0.1,5.7,0.735,High Polio & High Diphtheria,13.4
1509,2012,Developing,72.9,133.0,2,0.01,0.0,320,61.8,4.3,0.1,5.6,0.706,High Polio & High Diphtheria,13.7
1510,2011,Developing,71.3,161.0,2,0.01,36.11567366,0,6.9,4.77,0.1,5.6,0.7559999999999999,High Polio & High Diphtheria,14.0
1511,2010,Developing,72.8,132.0,2,0.01,52.50394196,0,59.9,3.5,0.1,5.6,0.755,High Polio & High Diphtheria,14.3
1512,2009,Developing,72.7,132.0,2,0.01,63.55170297,329,59.0,3.16,0.1,5.6,0.757,High Polio & High Diphtheria,14.6
1513,2008,Developing,72.6,132.0,2,0.01,532.6700005,8,58.2,2.4,0.1,5.5,0.757,High Polio & High Diphtheria,14.8
1514,2007,Developing,72.5,132.0,2,0.01,54.878910600000005,59,57.4,2.63,0.1,5.5,0.7559999999999999,High Polio & High Diphtheria,15.1
1515,2006,Developing,72.2,134.0,2,0.01,493.415341,1,56.7,2.51,0.1,5.5,0.752,High Polio & High Diphtheria,15.4
1516,2005,Developing,71.9,138.0,2,0.01,472.3047034,292,56.0,2.71,0.1,5.5,0.748,High Polio & High Diphtheria,15.7
1517,2004,Developing,71.5,141.0,2,0.01,31.80653288,2771,55.3,3.46,0.1,5.5,0.747,High Polio & High Diphtheria,15.9
1518,2003,Developing,71.3,144.0,3,0.01,295.1166511,0,54.6,4.6,0.1,5.6,0.74,High Polio & High Diphtheria,16.0
1519,2002,Developing,71.1,146.0,3,0.01,29.13434871,3890,54.0,4.57,0.1,5.6,0.736,High Polio & High Diphtheria,15.8
1520,2001,Developing,71.0,147.0,3,0.01,362.38179510000003,633,53.4,4.6,0.1,5.6,0.732,High Polio & High Diphtheria,15.7
1521,2000,Developing,78.0,148.0,3,0.01,457.3202236000001,0,52.8,3.41,0.1,5.7,0.727,High Polio & High Diphtheria,15.5
1523,2014,Developed,73.4,169.0,0,15.19,2211.744178,11,61.9,6.55,0.1,2.6,0.841,High Polio & High Diphtheria,16.5
1524,2013,Developed,73.0,178.0,0,15.04,1968.8168170000001,35,61.4,6.59,0.1,2.7,0.8340000000000001,High Polio & High Diphtheria,16.4
1525,2012,Developed,73.0,176.0,0,15.14,1807.071336,0,6.9,6.67,0.1,2.7,0.83,High Polio & High Diphtheria,16.5
1526,2011,Developed,72.8,18.0,0,12.66,1758.8227570000001,7,6.5,6.86,0.1,2.7,0.826,High Polio & High Diphtheria,16.7
1527,2010,Developed,72.4,188.0,0,12.9,1423.8023859999998,2,6.0,7.9,0.1,2.8,0.8240000000000001,High Polio & High Diphtheria,16.8
1528,2009,Developed,72.2,192.0,0,12.4,1446.529217,0,59.7,7.53,0.1,2.8,0.825,High Polio & High Diphtheria,16.6
1529,2008,Developed,71.1,224.0,0,13.3,1888.1499039999999,1,59.3,6.61,0.1,2.9,0.82,High Polio & High Diphtheria,16.5
1530,2007,Developed,72.0,24.0,0,13.4,1581.5119140000002,0,59.0,6.22,0.1,2.9,0.812,High Polio & High Diphtheria,16.4
1531,2006,Developed,76.0,229.0,0,12.7,116.50496100000001,1,58.7,6.2,0.1,3.0,0.807,High Polio & High Diphtheria,16.4
1532,2005,Developed,78.0,222.0,0,12.3,913.6995289999999,1,58.4,5.83,0.1,3.0,0.7979999999999999,High Polio & High Diphtheria,16.2
1533,2004,Developed,71.6,24.0,0,12.1,76.36187737,1,58.1,5.67,0.1,3.1,0.792,Low Polio & High Diphtheria,16.3
1534,2003,Developed,71.6,22.0,0,11.29,80.99710054,1,57.8,6.46,0.1,3.2,0.78,High Polio & High Diphtheria,15.8
1535,2002,Developed,71.4,22.0,0,11.0,561.9168642000001,103,57.5,6.4,0.1,3.3,0.77,High Polio & High Diphtheria,15.3
1536,2001,Developed,71.2,21.0,0,10.2,42.87208671,7,57.2,6.26,0.1,3.3,0.757,High Polio & High Diphtheria,14.7
1537,2000,Developed,71.6,2.0,0,9.87,373.26055319999995,19,56.9,6.46,0.1,3.4,0.745,High Polio & High Diphtheria,14.0
1539,2014,Developed,81.7,65.0,0,11.12,16255.16198,0,6.9,6.94,0.1,1.0,0.892,High Polio & High Diphtheria,13.9
1540,2013,Developed,81.4,68.0,0,11.02,15515.752340000001,0,6.5,7.1,0.1,0.9,0.892,High Polio & High Diphtheria,13.9
1541,2012,Developed,81.1,7.0,0,11.34,2284.58215,2,6.1,7.18,0.1,0.9,0.892,High Polio & High Diphtheria,13.9
1542,2011,Developed,88.0,72.0,0,11.5,17028.527980000003,6,59.6,7.34,0.1,0.9,0.894,High Polio & High Diphtheria,13.9
1543,2010,Developed,86.0,73.0,0,11.36,2267.2521920000004,0,59.2,7.68,0.1,0.9,0.884,High Polio & High Diphtheria,13.7
1544,2009,Developed,83.0,76.0,0,11.42,2052.3930760000003,0,58.8,8.11,0.1,0.9,0.888,High Polio & High Diphtheria,13.5
1545,2008,Developed,80.0,8.0,0,11.53,18961.3486,1,58.4,7.34,0.1,0.9,0.887,High Polio & High Diphtheria,13.5
1546,2007,Developed,79.7,82.0,0,11.75,267.051312,0,57.9,6.8,0.1,0.9,0.877,High Polio & High Diphtheria,13.5
1547,2006,Developed,79.4,85.0,0,11.98,15345.4907,8,57.5,7.75,0.1,0.9,0.88,High Polio & High Diphtheria,13.5
1548,2005,Developed,78.8,9.0,0,11.84,1346.246697,0,57.0,7.95,0.1,1.0,0.8740000000000001,High Polio & High Diphtheria,13.5
1549,2004,Developed,78.7,92.0,0,12.42,12372.051879999999,0,56.4,8.2,0.1,1.0,0.867,High Polio & High Diphtheria,13.5
1550,2003,Developed,78.6,92.0,0,12.61,10111.38928,1,55.8,7.67,0.1,1.0,0.865,High Polio & High Diphtheria,13.6
1551,2002,Developed,78.3,95.0,0,12.91,910.5062777999999,0,55.2,8.27,0.1,1.0,0.86,High Polio & High Diphtheria,13.5
1552,2001,Developed,78.0,96.0,0,12.89,7877.33656,0,54.6,7.4,0.1,1.0,0.8540000000000001,High Polio & High Diphtheria,13.4
1553,2000,Developed,77.8,98.0,0,13.14,8246.130437,0,54.0,7.48,0.1,1.0,0.848,High Polio & High Diphtheria,13.5
1555,2014,Developing,65.1,225.0,29,0.01,5.339065673,3,2.0,3.4,0.3,7.2,0.509,High Polio & High Diphtheria,10.3
1556,2013,Developing,64.7,23.0,29,0.87,79.50882493,6,19.5,4.15,0.4,7.3,0.508,High Polio & High Diphtheria,10.3
1557,2012,Developing,64.3,235.0,30,0.87,59.97914461,2,19.0,3.46,0.4,7.4,0.506,High Polio &  Low Diphtheria,10.2
1558,2011,Developing,63.8,241.0,31,0.97,78.79967196,0,18.5,4.24,0.4,7.5,0.504,High Polio & High Diphtheria,10.2
1559,2010,Developing,63.3,248.0,32,1.03,76.60442169,1,18.0,4.86,0.5,7.6,0.503,Low Polio &  Low Diphtheria,10.2
1560,2009,Developing,62.8,254.0,33,0.91,71.16601203,0,17.6,4.7,0.5,7.7,0.5,High Polio & High Diphtheria,9.7
1561,2008,Developing,62.3,259.0,34,0.68,6.448762615,3,17.1,4.5,0.5,7.8,0.491,High Polio & High Diphtheria,9.4
1562,2007,Developing,61.9,261.0,35,0.71,55.43034455,0,16.7,4.98,0.6,7.9,0.483,High Polio & High Diphtheria,9.1
1563,2006,Developing,61.4,263.0,36,0.68,38.41870375,2,16.3,5.11,0.6,8.0,0.478,High Polio & High Diphtheria,9.0
1564,2005,Developing,69.0,265.0,37,0.72,33.74786198,0,15.8,5.3,0.6,8.1,0.473,Low Polio & High Diphtheria,8.9
1565,2004,Developing,64.0,267.0,38,0.81,23.72796328,35558,15.4,4.89,0.6,8.2,0.466,High Polio & High Diphtheria,8.7
1566,2003,Developing,59.9,268.0,40,0.93,37.12894787,62233,15.0,4.81,0.7,8.3,0.457,High Polio & High Diphtheria,8.5
1567,2002,Developing,59.3,271.0,41,0.9,47.5262138,10795,14.7,5.29,0.7,8.5,0.462,High Polio & High Diphtheria,8.3
1568,2001,Developing,58.7,276.0,42,1.05,42.56331585,9357,14.3,5.17,0.7,8.6,0.456,Low Polio &  Low Diphtheria,8.2
1569,2000,Developing,57.9,283.0,44,1.16,35.66125056,35256,13.9,5.8,0.6,8.7,0.0,Low Polio &  Low Diphtheria,8.0
1571,2014,Developing,57.6,377.0,27,0.01,59.48744893,3,19.2,11.38,5.1,6.5,0.466,High Polio & High Diphtheria,10.7
1572,2013,Developing,56.7,394.0,29,0.01,55.83107625,1,18.8,1.96,6.3,6.5,0.45899999999999996,High Polio & High Diphtheria,10.7
1573,2012,Developing,55.3,42.0,31,0.01,82.76865922,11,18.4,12.6,8.3,6.6,0.45399999999999996,High Polio & High Diphtheria,10.7
1574,2011,Developing,54.1,441.0,32,1.23,13.77617463,26,18.0,11.67,11.2,6.7,0.444,High Polio & High Diphtheria,10.6
1575,2010,Developing,52.9,462.0,35,1.08,9.728005297000001,118712,17.6,1.5,13.7,6.8,0.43,High Polio & High Diphtheria,10.2
1576,2009,Developing,51.5,491.0,36,1.16,7.915071247999999,21,17.3,1.18,14.9,6.9,0.415,High Polio & High Diphtheria,9.9
1577,2008,Developing,50.0,525.0,36,1.27,74.34482999,20,16.9,1.7,16.9,7.0,0.4,High Polio & High Diphtheria,9.6
1578,2007,Developing,48.5,559.0,37,1.18,4.269511381,143,16.6,9.31,19.3,7.1,0.387,High Polio & High Diphtheria,9.7
1579,2006,Developing,47.1,587.0,38,1.18,6.847033785,1,16.2,8.99,21.1,7.3,0.377,High Polio & High Diphtheria,9.6
1580,2005,Developing,46.0,66.0,39,1.04,5.670640102,184,15.9,8.2,22.4,7.4,0.371,High Polio & High Diphtheria,9.7
1581,2004,Developing,45.1,615.0,40,1.11,58.13583343,1116,15.5,7.82,23.4,7.5,0.366,High Polio & High Diphtheria,10.0
1582,2003,Developing,44.6,613.0,43,1.08,4.3753160939999995,167,15.2,6.35,24.2,7.6,0.36200000000000004,High Polio & High Diphtheria,10.3
1583,2002,Developing,44.0,67.0,46,1.1,3.885394742,92,14.8,4.82,24.7,7.7,0.38799999999999996,High Polio & High Diphtheria,10.4
1584,2001,Developing,43.5,599.0,48,1.15,12.79760626,150,14.4,5.7,25.1,7.9,0.387,High Polio &  Low Diphtheria,10.1
1585,2000,Developing,43.1,588.0,51,1.18,13.76270195,304,14.1,6.7,25.5,8.0,0.391,High Polio & High Diphtheria,10.7
1587,2014,Developing,74.8,126.0,4,0.52,721.3655432,221,39.5,4.17,0.1,7.6,0.7829999999999999,High Polio & High Diphtheria,13.0
1588,2013,Developing,74.6,128.0,3,0.53,110.6779711,195,38.5,4.2,0.1,7.8,0.779,High Polio & High Diphtheria,12.9
1589,2012,Developing,74.5,129.0,3,0.53,101.609245,1868,37.4,4.1,0.1,7.9,0.7759999999999999,High Polio & High Diphtheria,12.9
1590,2011,Developing,74.3,13.0,3,0.51,9.23002632,1569,36.3,3.89,0.1,8.0,0.774,High Polio & High Diphtheria,13.0
1591,2010,Developing,74.1,131.0,3,0.49,65.56659662,73,35.3,3.99,0.1,8.2,0.764,High Polio & High Diphtheria,12.8
1592,2009,Developing,74.0,131.0,3,0.47,431.5452472,153,34.4,3.97,0.1,8.3,0.7559999999999999,High Polio & High Diphtheria,12.6
1593,2008,Developing,73.8,132.0,3,0.47,438.45192139999995,334,33.4,3.47,0.1,8.5,0.747,High Polio & High Diphtheria,12.5
1594,2007,Developing,73.7,133.0,3,0.43,409.9812523,394,32.5,3.61,0.1,8.7,0.736,High Polio & High Diphtheria,12.3
1595,2006,Developing,73.6,134.0,3,0.42,365.91139780000003,564,31.6,3.65,0.1,8.8,0.732,High Polio & High Diphtheria,12.7
1596,2005,Developing,73.4,135.0,3,0.46,297.5913833,1407,3.7,3.29,0.1,9.0,0.7340000000000001,High Polio & High Diphtheria,12.9
1597,2004,Developing,73.2,137.0,3,0.49,315.6639322,5729,29.8,3.74,0.1,9.2,0.731,High Polio & High Diphtheria,12.7
1598,2003,Developing,73.1,138.0,3,0.48,264.24961290000005,632,28.8,3.95,0.1,9.3,0.7240000000000001,High Polio & High Diphtheria,12.1
1599,2002,Developing,72.9,14.0,4,0.49,216.70294810000001,408,27.9,3.4,0.1,9.5,0.723,High Polio & High Diphtheria,12.0
1600,2001,Developing,72.7,144.0,4,0.53,210.2417002,2198,27.0,3.4,0.1,9.7,0.725,High Polio & High Diphtheria,11.9
1601,2000,Developing,72.4,149.0,4,0.54,23.37167228,6187,26.0,3.4,0.1,9.8,0.715,High Polio & High Diphtheria,11.6
1603,2014,Developing,78.2,62.0,0,0.01,2051.748615,0,26.2,13.73,0.1,13.6,0.693,High Polio & High Diphtheria,12.7
1604,2013,Developing,77.9,64.0,0,0.01,1626.5911859999999,0,25.1,11.16,0.1,13.7,0.6829999999999999,High Polio & High Diphtheria,12.4
1605,2012,Developing,77.6,65.0,0,0.01,1259.940376,0,24.1,9.16,0.1,13.8,0.675,High Polio & High Diphtheria,12.1
1606,2011,Developing,77.3,67.0,0,1.92,1079.893546,0,23.1,8.11,0.1,13.9,0.6629999999999999,High Polio & High Diphtheria,11.8
1607,2010,Developing,76.7,73.0,0,1.83,91.13971812,0,22.1,7.93,0.1,14.0,0.653,High Polio & High Diphtheria,11.6
1608,2009,Developing,76.3,75.0,0,1.59,100.50302099999999,6,21.2,9.22,0.1,14.1,0.6509999999999999,High Polio & High Diphtheria,11.8
1609,2008,Developing,75.9,81.0,0,1.76,1077.712092,0,2.3,9.3,0.1,14.2,0.6409999999999999,High Polio & High Diphtheria,11.8
1610,2007,Developing,75.4,82.0,0,1.78,6.491488597999999,20,19.5,6.64,0.1,14.3,0.632,High Polio & High Diphtheria,11.9
1611,2006,Developing,75.0,88.0,0,1.62,659.8499118,47,18.7,7.37,0.1,14.3,0.622,High Polio & High Diphtheria,12.0
1612,2005,Developing,74.3,93.0,0,1.47,620.9518909,1395,18.0,9.52,0.1,14.4,0.625,High Polio & High Diphtheria,12.1
1613,2004,Developing,73.4,16.0,0,1.6,611.9093566,37,17.3,5.89,0.1,14.5,0.617,High Polio & High Diphtheria,12.2
1614,2003,Developing,72.7,112.0,0,1.75,491.4978908,75,16.7,5.9,0.1,14.6,0.601,High Polio & High Diphtheria,11.8
1615,2002,Developing,71.8,124.0,0,1.95,4.299053392,926,16.2,5.78,0.1,14.6,0.597,High Polio & High Diphtheria,12.0
1616,2001,Developing,78.0,129.0,0,1.98,41.30688803,0,15.6,5.84,0.1,14.7,0.5870000000000001,High Polio & High Diphtheria,11.8
1617,2000,Developing,69.6,139.0,0,1.83,300.1621026,20,15.2,8.0,0.1,14.8,0.5770000000000001,High Polio & High Diphtheria,11.3
1619,2014,Developing,57.8,272.0,52,0.01,46.56231672,290,23.2,6.86,1.6,7.9,0.43,High Polio & High Diphtheria,8.2
1620,2013,Developing,57.3,275.0,53,0.01,36.86104319,221,22.5,6.58,1.6,8.1,0.42100000000000004,Low Polio & High Diphtheria,8.0
1621,2012,Developing,57.2,27.0,53,0.01,96.5465827,341,21.9,6.47,1.5,8.3,0.41100000000000003,High Polio & High Diphtheria,7.7
1622,2011,Developing,56.8,271.0,54,0.61,101.81139959999999,24,21.3,6.59,1.5,8.5,0.40399999999999997,High Polio & High Diphtheria,7.5
1623,2010,Developing,56.5,273.0,54,0.6,9.585584394,1719,2.7,6.35,1.5,8.8,0.396,High Polio & High Diphtheria,7.3
1624,2009,Developing,56.0,276.0,55,0.59,84.63438925,2939,2.2,6.85,1.6,9.0,0.385,High Polio & High Diphtheria,7.1
1625,2008,Developing,55.5,278.0,55,0.57,102.1413744,98,19.6,6.74,1.6,9.2,0.36,High Polio & High Diphtheria,5.8
1626,2007,Developing,55.0,282.0,56,0.55,81.84050069999999,2,19.0,6.97,1.7,9.4,0.363,High Polio & High Diphtheria,6.4
1627,2006,Developing,54.3,288.0,57,0.53,67.70920683,128,18.5,6.56,1.8,9.7,0.35,High Polio & High Diphtheria,6.1
1628,2005,Developing,53.6,29.0,57,0.55,60.21211141,33,18.0,6.34,1.9,9.9,0.33799999999999997,High Polio & High Diphtheria,5.8
1629,2004,Developing,52.8,296.0,58,0.49,57.11644801,172,17.5,6.28,2.0,1.1,0.33299999999999996,Low Polio & High Diphtheria,5.5
1630,2003,Developing,52.0,299.0,59,0.54,6.6604517770000005,232,17.0,6.25,2.2,1.3,0.318,High Polio & High Diphtheria,5.2
1631,2002,Developing,51.2,31.0,60,0.53,3.67646576,717,16.5,6.32,2.3,1.5,0.308,High Polio & High Diphtheria,4.9
1632,2001,Developing,55.0,34.0,60,0.51,4.395885717,4464,16.1,6.39,2.4,1.8,0.297,Low Polio &  Low Diphtheria,4.6
1633,2000,Developing,49.8,37.0,60,0.47,23.94507124,1578,15.6,6.29,2.5,11.0,0.29100000000000004,Low Polio &  Low Diphtheria,4.4
1635,2014,Developed,81.4,55.0,0,8.49,409.6000248,0,69.2,9.75,0.1,0.8,0.847,High Polio & High Diphtheria,14.3
1636,2013,Developed,81.1,57.0,0,8.58,374.29472830000003,0,68.8,9.89,0.1,0.8,0.828,High Polio & High Diphtheria,14.2
1637,2012,Developed,81.0,58.0,0,7.67,343.123395,0,68.4,9.95,0.1,0.8,0.821,High Polio & High Diphtheria,14.1
1638,2011,Developed,87.0,59.0,0,6.91,3601.287457,3,68.0,9.6,0.1,0.8,0.826,High Polio & High Diphtheria,14.8
1639,2010,Developed,83.0,62.0,0,7.91,278.06870510000005,0,67.6,8.3,0.1,0.8,0.8190000000000001,High Polio & High Diphtheria,14.6
1640,2009,Developed,82.0,63.0,0,7.38,335.5180568,1,67.1,8.33,0.1,0.8,0.815,High Polio & High Diphtheria,14.4
1641,2008,Developed,80.0,64.0,0,7.14,2655.573684,1,66.6,8.15,0.1,0.7,0.813,High Polio & High Diphtheria,14.6
1642,2007,Developed,79.6,65.0,0,7.45,2578.8883140000003,2,66.1,8.36,0.1,0.7,0.8079999999999999,High Polio & High Diphtheria,14.4
1643,2006,Developed,79.3,66.0,0,8.84,2380.699796,1,65.6,8.93,0.1,0.7,0.809,High Polio & High Diphtheria,14.8
1644,2005,Developed,79.0,67.0,0,6.41,2247.0356920000004,6,65.0,8.83,0.1,0.7,0.805,High Polio & High Diphtheria,14.8
1645,2004,Developed,78.7,69.0,0,6.53,203.31574990000001,4,64.5,8.46,0.1,0.7,0.797,High Polio & High Diphtheria,14.2
1646,2003,Developed,78.5,71.0,0,6.7,1678.392773,4,63.9,8.6,0.1,0.7,0.79,High Polio & High Diphtheria,13.8
1647,2002,Developed,78.2,75.0,0,5.73,1552.740429,7,63.4,7.86,0.1,0.7,0.7859999999999999,High Polio & High Diphtheria,13.8
1648,2001,Developed,77.8,79.0,0,5.62,130.0150391,2,62.8,7.11,0.1,0.7,0.7829999999999999,High Polio & High Diphtheria,13.7
1649,2000,Developed,77.5,8.0,0,5.59,134.3547253,2,62.3,6.83,0.1,0.8,0.779,High Polio & High Diphtheria,13.8
1652,2014,Developing,63.0,26.0,8,0.01,80.92679802,14,3.1,3.77,0.9,8.0,0.509,High Polio & High Diphtheria,8.5
1653,2013,Developing,62.7,28.0,8,0.01,8.88028118,62,29.4,3.63,1.1,8.1,0.501,Low Polio &  Low Diphtheria,8.2
1654,2012,Developing,62.5,29.0,8,0.01,62.48419552,35,28.8,3.36,1.2,8.3,0.491,Low Polio &  Low Diphtheria,7.8
1655,2011,Developing,62.2,212.0,8,0.01,79.27658464,234,28.1,2.87,1.2,8.5,0.48700000000000004,High Polio & High Diphtheria,7.7
1656,2010,Developing,62.0,214.0,8,0.01,8.353074798,1292,27.4,3.28,1.2,8.7,0.484,Low Polio & High Diphtheria,7.6
1657,2009,Developing,61.7,215.0,8,0.01,11.14504291,322,26.8,3.79,1.2,8.9,0.47600000000000003,High Polio & High Diphtheria,7.1
1658,2008,Developing,61.4,217.0,8,0.02,61.76263795,4,26.1,3.23,1.3,9.2,0.475,High Polio & High Diphtheria,7.2
1659,2007,Developing,61.2,219.0,8,0.02,7.35400072,11,25.5,3.54,1.3,9.4,0.475,High Polio & High Diphtheria,7.4
1660,2006,Developing,69.0,221.0,8,0.01,55.79836969,22,24.8,3.21,1.3,9.6,0.466,High Polio & High Diphtheria,7.2
1661,2005,Developing,66.0,223.0,8,0.01,55.12187071,127,24.2,4.21,1.3,9.8,0.461,High Polio & High Diphtheria,7.2
1662,2004,Developing,64.0,224.0,8,0.01,5.00378288,5039,23.6,4.7,1.3,1.0,0.451,High Polio &  Low Diphtheria,6.7
1663,2003,Developing,63.0,226.0,8,0.01,29.65370899,3611,22.9,4.53,1.3,1.3,0.447,High Polio & High Diphtheria,6.6
1664,2002,Developing,62.0,228.0,7,0.02,4.113190741,883,22.3,5.31,1.2,1.5,0.446,High Polio & High Diphtheria,6.5
1665,2001,Developing,61.0,229.0,7,0.01,28.782245,1398,21.7,4.34,1.2,1.7,0.444,High Polio & High Diphtheria,6.5
1666,2000,Developing,60.0,23.0,7,0.03,8.594570232,0,21.1,5.26,1.1,1.9,0.44299999999999995,Low Polio &  Low Diphtheria,6.4
1668,2014,Developing,74.2,148.0,0,0.01,115.27842820000001,0,32.8,4.81,0.1,7.0,0.769,High Polio & High Diphtheria,14.7
